source_row_id,manufacturer,part_number,source_name,install_time_hours,source_weight_lb,weight_status,package_length,package_width,package_height,product_url,source_document,source_date,source_archive_locator,intake_status,category_candidate,runtime_candidate,notes
westcan-2026-07-21-row-0181,Westcan Manufacturing,1222500-01,Smooth Rail Caps Black 14-21 Toyota Tundra L/box,.6,31,published,104 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-14-21-toyota-tundra-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0182,Westcan Manufacturing,1222501,Smooth Rail Caps 14-21 Toyota Tundra S/box,.6,24,published,84 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-14-toyota-tundra-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0183,Westcan Manufacturing,1222501-01,Smooth Rail Caps Black 14-21 Toyota Tundra S/box,.6,24,published,84 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-14-21-toyota-tundra-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0184,Westcan Manufacturing,1222502,Smooth Rail Caps 14-21 Toyota Tundra Xs/box,.6,21,published,73 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-14-toyota-tundra-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0185,Westcan Manufacturing,1222502-01,Smooth Rail Caps Black 14-21 Toyota Tundra Xs/box,.6,21,published,73 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-14-21-toyota-tundra-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0186,Westcan Manufacturing,1232500,Smooth Rail Caps 15-20 Ford F-150 L/box,.6,29.5,published,105 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-15-ford-f-150-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0187,Westcan Manufacturing,1232500-01,Smooth Rail Caps Black 15-20 Ford F-150 L/box,.6,29.5,published,105 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-15-20-ford-f-150-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0188,Westcan Manufacturing,1232501,Smooth Rail Caps 15-20 Ford F-150 S/box,.6,26,published,85 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-15-ford-f-150-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0189,Westcan Manufacturing,1232501-01,Smooth Rail Caps Black 15-20 Ford F-150 S/box,.6,26,published,85 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-15-20-ford-f-150-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0190,Westcan Manufacturing,1232502,Smooth Rail Caps 15-20 Ford F-150 Xs/box,.6,22,published,73 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-15-ford-f-150-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0191,Westcan Manufacturing,1232502-01,Smooth Rail Caps Black 15-20 Ford F-150 Xs/box,.6,22,published,73 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-15-20-ford-f-150-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0192,Westcan Manufacturing,1242501,Smooth Rail Caps 15-22 Colorado/canyon S/box,.6,28,published,7 in,9 in,88 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-15-colorado-canyon-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0193,Westcan Manufacturing,1242501-01,Smooth Rail Caps Black 15-22 Colorado/canyon S/box,.6,28,published,7 in,9 in,88 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-15-22-colorado-canyon-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0194,Westcan Manufacturing,1242502,Smooth Rail Caps 15-22 Colorado/canyon Xs/box,.6,21,published,67 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-15-colorado-canyon-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0195,Westcan Manufacturing,1242502-01,Smooth Rail Caps Black 15-22 Colorado/canyon Xs/box,.6,21,published,67 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-15-22-colorado-canyon-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0196,Westcan Manufacturing,1252501,Smooth Rail Caps 16-23 Toyota Tacoma S/box,.6,28,published,7 in,9 in,86 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-16-toyota-tacoma-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0197,Westcan Manufacturing,1252501-01,Smooth Rail Caps Black 16-23 Toyota Tacoma S/box,.6,28,published,7 in,9 in,86 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-16-23-toyota-tacoma-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0198,Westcan Manufacturing,1252502,Smooth Rail Caps 16-23 Toyota Tacoma Xs/box,.6,28,published,7 in,9 in,76 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-16-toyota-tacoma-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0199,Westcan Manufacturing,1252502-01,Smooth Rail Caps Black 16-23 Toyota Tacoma Xs/box,.6,28,published,7 in,9 in,76 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-16-23-toyota-tacoma-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0200,Westcan Manufacturing,1262500,Smooth Rail Caps 17-22 Nissan Titan L/box,.7,34,published,7 in,9 in,104 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-17-nissan-titan-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0201,Westcan Manufacturing,1262500-01,Smooth Rail Caps Black 17-22 Nissan Titan L/box,.7,34,published,7 in,9 in,104 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-17-22-nissan-titan-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0202,Westcan Manufacturing,1262501,Smooth Rail Caps 16-22 Nissan Titan S/box,.6,27,published,7 in,9 in,83 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-16-nissan-titan-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0203,Westcan Manufacturing,1262501-01,Smooth Rail Caps Black 16-22 Nissan Titan S/box,.6,27,published,7 in,9 in,83 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-16-22-nissan-titan-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0204,Westcan Manufacturing,1262502,Smooth Rail Caps 16-22 Nissan Titan Xs/box,,26,published,73 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-16-nissan-titan-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0205,Westcan Manufacturing,1272500,Smooth Rail Caps 17-22 Super Duty L/box &amp; Dualy,.7,33,published,106 in,9 in,9 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-17-ford-super-duty-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0206,Westcan Manufacturing,1272500-01,Smooth Rail Caps Black 17-22 Super Duty L/box &amp; Dualy,.7,33,published,106 in,9 in,9 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-17-22-super-duty-l-box-dualy/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0207,Westcan Manufacturing,1272501,Smooth Rail Caps 17-22 FORD SUPER DUTY S/BOX,.6,28,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-17-22-ford-super-duty-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0208,Westcan Manufacturing,1272501-01,Smooth Rail Caps Black 17-22 Ford Super Duty S/box,.6,28,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-17-22-ford-super-duty-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0209,Westcan Manufacturing,1282501,Smooth Rail Caps 19-25 Ram 1500 S/box,,,unavailable_zero,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-ram-1500-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,Source weight is zero; treated as unavailable.
westcan-2026-07-21-row-0210,Westcan Manufacturing,1282501-01,Smooth Rail Caps Black 19-26 Ram 1500 S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-24-ram-1500-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0211,Westcan Manufacturing,1282502,Smooth Rail Caps 19-26 Ram 1500 Xs/box,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-ram-1500-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0212,Westcan Manufacturing,1282502-01,Smooth Rail Caps Black 19-26 Ram 1500 Xs/box,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-25-ram-1500-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0213,Westcan Manufacturing,1292500,Smooth Rail Caps 19-25 Sierra/silver 1500 Lb,,25,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-chev-gmc-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0214,Westcan Manufacturing,1292500-01,Smooth Rail Caps Black 19-26 Sierra/silver 1500 Lb,,25,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-25-sierra-silver-1500-lb/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0215,Westcan Manufacturing,1292501,Smooth Rail Caps 19-25 Sierra/silver 1500 Sb,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-chev-gmc-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0216,Westcan Manufacturing,1292501-01,Smooth Rail Caps Black 19-25 Sierra/silver 1500 Sb,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-24-sierra-silver-1500-sb/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0217,Westcan Manufacturing,1292502,Smooth Rail Caps 19-26 Sierra/silver 1500 Xsb,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-chev-gmc-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0218,Westcan Manufacturing,1292502-01,Smooth Rail Caps Black 19-26 Sierra/silver 1500 Xsb,.6,28,published,7 in,9 in,76 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-24-sierra-silver-1500-xsb/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0219,Westcan Manufacturing,13-1002,Fixed Perforated Partition 13-21+nv200/city Stndroof,2.0,37,published,51 in,29 in,7 in,https://shop.westcanmanufacturing.com/product/fixed-perforated-partition-13-21-nv200-city-stndroof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0220,Westcan Manufacturing,13-1003,Fixed Solid Partition 13-21+nv200/city Stndroof,2.0,42,published,52 in,31 in,6 in,https://shop.westcanmanufacturing.com/product/fixed-solid-partition-13-21-nv200-city-stndroof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0221,Westcan Manufacturing,13-1004,Driver Side Only Partition 13-21+nv200/city Stndroof,1.0,22,published,29 in,27 in,6 in,https://shop.westcanmanufacturing.com/product/driver-side-only-partition-13-21-nv200-city-stndroof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0222,Westcan Manufacturing,13-3001,"Shelving End Panel Kit 13+nv200/cityexpress 20""Dx46""H",0.4,22,published,47 in,21 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-13nv200-cityexpress-20dx46h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0223,Westcan Manufacturing,13-3001-88,"Shelving End Panel Kit Bulk Buy 13+nv/city 20""Dx46""H",0.4,22,published,47 in,21 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-bulk-buy-13nv-city-20dx46h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0224,Westcan Manufacturing,13-3002,"Shelving End Panel Kit 13+nv200/cityexpress 20""Dx30""H",0.4,16,published,31 in,21 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-13nv200-cityexpress-20dx30h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0225,Westcan Manufacturing,13-3002-88,"Shelving End Panel Kit Bulk Buy 13+nv2/city 20""Dx30""H",0.4,16,published,31 in,21 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-bulk-buy-13nv2-city-20dx30h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0226,Westcan Manufacturing,13-6404,Phenolic Floor Liner Kit 13-21 City/nv200 Stnd Wb,,57,published,43 in,55 in,4 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-13-city-express-nv200-stnd-wb/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,liner,future_review,
westcan-2026-07-21-row-0227,Westcan Manufacturing,13-6406,Full Plywood Liner Kit 13 - 21 Nv200/city Express,1.5,27,published,58 in,48 in,2 in,https://shop.westcanmanufacturing.com/product/full-plywood-liner-kit-13-nv200-city-express/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0228,Westcan Manufacturing,1302501,Smooth Rail Caps 19-24 Ranger Supercab S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-ford-ranger-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0229,Westcan Manufacturing,1302501-01,Smooth Rail Caps Black 19-26 Ranger Supercab S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-24ranger-supercab-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0230,Westcan Manufacturing,1302502,Smooth Rail Caps 19-23 Ranger Supercrew Xsb,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-19-ford-ranger-crew-cab/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0231,Westcan Manufacturing,1302502-01,Smooth Rail Caps Black 19-23 Ranger Supercrew Xsb,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-19-23-ranger-supercrew-xsb/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0232,Westcan Manufacturing,1312500,Smooth Rail Caps 2020-26 Chev L/box 25&amp;3500,.6,25,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2020-chev-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0233,Westcan Manufacturing,1312500-01,Smooth Rail Caps Black 2020-26 Chev L/box,.6,25,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-2020-25-chev-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0234,Westcan Manufacturing,13125004,Smooth Rail Caps 20-25 Chev Dually L/box,.6,25,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-20-21-chev-dually-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0235,Westcan Manufacturing,13125004-01,Smooth Rail Caps Black 20-26 Chev Dually L/box,.6,25,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-20-23-chev-dually-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0236,Westcan Manufacturing,13125007,Smooth Rail Caps 20-26 Gmc L/box 25&amp;3500,.6,36,published,108 in,14 in,6 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2020-gmc-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0237,Westcan Manufacturing,13125007-01,Smooth Rail Caps Black 20-26 Gmc L/box,.6,25,published,88 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-20-23-gmc-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0238,Westcan Manufacturing,1312501,Smooth Rail Caps 20-26 Chev S/box 25&amp;3500,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2020-chev-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0239,Westcan Manufacturing,1312501-01,Smooth Rail Caps Black 20-26 Chev S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-20-23-chev-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0240,Westcan Manufacturing,13125017,Smooth Rail Caps 20-26 Gmc S/box 25&amp;3500,,31,published,92 in,14 in,6 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2020-gmc-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0241,Westcan Manufacturing,13125017-01,Smooth Rail Caps Black 20-26 Gmc S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-20-23-gmc-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0242,Westcan Manufacturing,1322500,Smooth Rail Caps 2021-26 Ford F150 L/box,,25,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2021-box-ford-f150-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0243,Westcan Manufacturing,1322500-01,Smooth Rail Caps Black 2021-26 Ford F150 L/box,,25,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-2021-25-ford-f150-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0244,Westcan Manufacturing,1322501,Smooth Rail Caps 2021-26 Ford F150 S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2021-box-ford-f150-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0245,Westcan Manufacturing,1322501-01,Smooth Rail Caps Black 2021-26 Ford F150 S/box,,22,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-2021-24-ford-f150-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0246,Westcan Manufacturing,1322502,Smooth Rail Caps 2021-26 FORD F150 XS/BOX,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2021-26-ford-f150-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0247,Westcan Manufacturing,1322502-01,Smooth Rail Caps Black 2021-26 Ford F150 Xs/box,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-2021-24-ford-f150-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0248,Westcan Manufacturing,1332502,Smooth Rail Caps 2022-26 Ford Maverick,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-2022-ford-maverick-2/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
westcan-2026-07-21-row-0249,Westcan Manufacturing,1332502-01,Smooth Rail Caps Black 2022-26 FORD MAVERICK,,20,published,N/A in, in, in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-2022-26-ford-maverick/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,exterior,future_review,
